cancer_type,n_samples,peak_rank,peak_wavenumber,peak_intensity,peak_prominence,band_assignment,metabolite,metabolite_peak_cm1,delta_cm1,vibration_mode,sers_correlation
OVA,70,1,1001.47,5.127148385930415,5.935927987519055,~999 (Phe ring),Hypoxanthine,993.9,5.6,phenylalanine ring breathing (strongest SERS peak),0.3826
OVA,70,1,1001.47,5.127148385930415,5.935927987519055,~999 (Phe ring),Tryptophan,1001.6,2.1,phenylalanine ring breathing (strongest SERS peak),0.3748
OVA,70,1,1001.47,5.127148385930415,5.935927987519055,~999 (Phe ring),Betaine,1005.3,5.8,phenylalanine ring breathing (strongest SERS peak),0.3729
OVA,70,1,1001.47,5.127148385930415,5.935927987519055,~999 (Phe ring),Spermidine,995.8,3.6,phenylalanine ring breathing (strongest SERS peak),0.3727
OVA,70,1,1001.47,5.127148385930415,5.935927987519055,~999 (Phe ring),Inosine,999.7,0.2,phenylalanine ring breathing (strongest SERS peak),0.3547
OVA,70,1,1001.47,5.127148385930415,5.935927987519055,~999 (Phe ring),Pseudouridine,1001.6,2.1,phenylalanine ring breathing (strongest SERS peak),0.29
OVA,70,1,1001.47,5.127148385930415,5.935927987519055,~999 (Phe ring),Creatine,995.8,3.6,phenylalanine ring breathing (strongest SERS peak),0.2687
OVA,70,1,1001.47,5.127148385930415,5.935927987519055,~999 (Phe ring),4-Methoxyphenol,999.7,0.2,phenylalanine ring breathing (strongest SERS peak),0.2682
OVA,70,1,1001.47,5.127148385930415,5.935927987519055,~999 (Phe ring),Histidine,1001.6,2.1,phenylalanine ring breathing (strongest SERS peak),0.2507
OVA,70,1,1001.47,5.127148385930415,5.935927987519055,~999 (Phe ring),Cysteine,995.8,3.6,phenylalanine ring breathing (strongest SERS peak),0.2476
OVA,70,1,1001.47,5.127148385930415,5.935927987519055,~999 (Phe ring),Glutamic acid,999.7,0.2,phenylalanine ring breathing (strongest SERS peak),0.2388
OVA,70,1,1001.47,5.127148385930415,5.935927987519055,~999 (Phe ring),4-Pyridoxic acid,999.7,0.2,phenylalanine ring breathing (strongest SERS peak),0.2355
OVA,70,1,1001.47,5.127148385930415,5.935927987519055,~999 (Phe ring),Uric acid,1001.6,2.1,phenylalanine ring breathing (strongest SERS peak),0.2117
OVA,70,1,1001.47,5.127148385930415,5.935927987519055,~999 (Phe ring),1-Hydroxylpyrene,995.8,3.6,phenylalanine ring breathing (strongest SERS peak),0.1523
OVA,70,1,1001.47,5.127148385930415,5.935927987519055,~999 (Phe ring),Uracil,999.7,0.2,phenylalanine ring breathing (strongest SERS peak),0.1449
OVA,70,1,1001.47,5.127148385930415,5.935927987519055,~999 (Phe ring),Xanthine,997.8,1.7,phenylalanine ring breathing (strongest SERS peak),0.126
OVA,70,2,721.92,2.175615351596299,2.7294571999331034,~724 (Adenine ring),Adenosine,733.6,9.8,"C-N stretch, adenine ring breathing",0.6271
OVA,70,2,721.92,2.175615351596299,2.7294571999331034,~724 (Adenine ring),Choline,718.0,5.8,"C-N stretch, adenine ring breathing",0.4438
OVA,70,2,721.92,2.175615351596299,2.7294571999331034,~724 (Adenine ring),Hypoxanthine,720.1,3.7,"C-N stretch, adenine ring breathing",0.3826
OVA,70,2,721.92,2.175615351596299,2.7294571999331034,~724 (Adenine ring),8-Hydroxy-2-deoxyguanosine,720.1,3.7,"C-N stretch, adenine ring breathing",0.3611
OVA,70,2,721.92,2.175615351596299,2.7294571999331034,~724 (Adenine ring),Kynurenine,725.9,2.1,"C-N stretch, adenine ring breathing",0.3109
OVA,70,2,721.92,2.175615351596299,2.7294571999331034,~724 (Adenine ring),Adenine,729.7,5.9,"C-N stretch, adenine ring breathing",0.2323
OVA,70,2,721.92,2.175615351596299,2.7294571999331034,~724 (Adenine ring),Creatinine,716.2,7.6,"C-N stretch, adenine ring breathing",0.2278
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),2-Phenylacetamide,1445.2,3.5,CH2 deformation,0.7764
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Hippuric acid,1447.1,1.6,CH2 deformation,0.7642
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Stearic acid,1447.1,1.6,CH2 deformation,0.6944
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Phenylalanine,1445.2,3.5,CH2 deformation,0.6613
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Palmitic acid,1447.1,1.6,CH2 deformation,0.639
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Trimethylamine-N-oxide,1443.2,5.4,CH2 deformation,0.6203
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Benzoic acid,1450.8,2.1,CH2 deformation,0.5997
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Cholesterol,1447.1,1.6,CH2 deformation,0.5898
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Ascorbic acid,1445.2,3.5,CH2 deformation,0.5802
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),3-Hepatanone,1445.2,3.5,CH2 deformation,0.5689
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Leucine,1443.2,5.4,CH2 deformation,0.5365
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Xylonic acid,1445.2,3.5,CH2 deformation,0.5298
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Aspartic acid,1445.2,3.5,CH2 deformation,0.5246
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Methyl-beta-D-Ribofuranoside,1447.1,1.6,CH2 deformation,0.5207
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Acrylic acid,1445.2,3.5,CH2 deformation,0.5162
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Methyl 2-Hydroxyisobutyrate,1445.2,3.5,CH2 deformation,0.5066
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),1-Octanol,1445.2,3.5,CH2 deformation,0.5054
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),"1,2,4,-Trimethylbenzene",1443.2,5.4,CH2 deformation,0.5052
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Isoleucine,1443.2,5.4,CH2 deformation,0.4915
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),O-Acetylcarnitine,1447.1,1.6,CH2 deformation,0.4891
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Arginine,1441.3,7.4,CH2 deformation,0.4801
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Anisole,1445.2,3.5,CH2 deformation,0.4789
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Galactosamine,1447.1,1.6,CH2 deformation,0.4782
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Alanine,1443.2,5.4,CH2 deformation,0.4733
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Xylose,1445.2,3.5,CH2 deformation,0.4721
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),p-Cymene,1443.2,5.4,CH2 deformation,0.4521
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Malic acid,1445.2,3.5,CH2 deformation,0.4468
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Serine,1443.2,5.4,CH2 deformation,0.4454
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Fucose,1443.2,5.4,CH2 deformation,0.4452
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Choline,1450.8,2.1,CH2 deformation,0.4438
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Taurine,1445.2,3.5,CH2 deformation,0.4405
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),cis-Aconitic acid,1447.1,1.6,CH2 deformation,0.4377
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Proline,1443.2,5.4,CH2 deformation,0.4375
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Maleic acid,1450.8,2.1,CH2 deformation,0.4369
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),N-Acetylneuraminic acid,1445.2,3.5,CH2 deformation,0.4292
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Methyl alfa-D-Glucopyranoside,1445.2,3.5,CH2 deformation,0.4239
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),2-Naphthol,1449.0,0.3,CH2 deformation,0.4076
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Threonine,1443.2,5.4,CH2 deformation,0.403
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Glucose,1443.2,5.4,CH2 deformation,0.3983
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Pyrimidine,1445.2,3.5,CH2 deformation,0.3924
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Hypoxanthine,1454.8,6.1,CH2 deformation,0.3826
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Valine,1445.2,3.5,CH2 deformation,0.3775
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Tryptophan,1445.2,3.5,CH2 deformation,0.3748
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Betaine,1448.9,0.2,CH2 deformation,0.3729
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Spermidine,1441.3,7.4,CH2 deformation,0.3727
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Glycine,1441.3,7.4,CH2 deformation,0.3627
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),8-Hydroxy-2-deoxyguanosine,1447.1,1.6,CH2 deformation,0.3611
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),trans-Aconitic acid,1445.2,3.5,CH2 deformation,0.3492
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Methyl DL-2-Aminobutyrate,1447.1,1.6,CH2 deformation,0.3175
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Kynurenine,1449.0,0.3,CH2 deformation,0.3109
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Pseudouridine,1445.2,3.5,CH2 deformation,0.29
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Glycocholic acid,1447.1,1.6,CH2 deformation,0.2839
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Creatine,1441.3,7.4,CH2 deformation,0.2687
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),4-Methoxyphenol,1443.2,5.4,CH2 deformation,0.2682
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Glycogen,1445.2,3.5,CH2 deformation,0.2614
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Histidine,1439.4,9.3,CH2 deformation,0.2507
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Glutamic acid,1443.2,5.4,CH2 deformation,0.2388
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),4-Pyridoxic acid,1441.3,7.4,CH2 deformation,0.2355
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Adenine,1449.0,0.3,CH2 deformation,0.2323
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Uric acid,1443.2,5.4,CH2 deformation,0.2117
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Uracil,1445.2,3.5,CH2 deformation,0.1449
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Tyrosine,1449.0,0.3,CH2 deformation,0.1276
OVA,70,3,1448.74,1.8468832851235253,2.6658889015512868,~1449 (CH2 def),Xanthine,1445.2,3.5,CH2 deformation,0.126
OVA,70,5,1651.17,1.5333727625330984,2.3136720330768887,~1651 (Amide I),Maleic acid,1657.1,6.0,Amide I (C=O stretch),0.4369
OVA,70,5,1651.17,1.5333727625330984,2.3136720330768887,~1651 (Amide I),Pseudouridine,1645.7,5.4,Amide I (C=O stretch),0.29
OVA,70,5,1651.17,1.5333727625330984,2.3136720330768887,~1651 (Amide I),Histidine,1653.4,2.3,Amide I (C=O stretch),0.2507
OVA,70,5,1651.17,1.5333727625330984,2.3136720330768887,~1651 (Amide I),Uric acid,1659.2,8.1,Amide I (C=O stretch),0.2117
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),2-Phenylacetamide,1599.5,2.3,"purine ring, nucleotides",0.7764
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Hippuric acid,1597.5,0.4,"purine ring, nucleotides",0.7642
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Stearic acid,1601.4,4.2,"purine ring, nucleotides",0.6944
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Phenylalanine,1595.6,1.5,"purine ring, nucleotides",0.6613
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Palmitic acid,1595.6,1.5,"purine ring, nucleotides",0.639
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Benzoic acid,1601.2,4.1,"purine ring, nucleotides",0.5997
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Cholesterol,1597.5,0.4,"purine ring, nucleotides",0.5898
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Ascorbic acid,1589.8,7.3,"purine ring, nucleotides",0.5802
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),3-Hepatanone,1593.7,3.5,"purine ring, nucleotides",0.5689
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Leucine,1593.7,3.5,"purine ring, nucleotides",0.5365
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Xylonic acid,1595.6,1.5,"purine ring, nucleotides",0.5298
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Aspartic acid,1595.6,1.5,"purine ring, nucleotides",0.5246
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Methyl-beta-D-Ribofuranoside,1593.7,3.5,"purine ring, nucleotides",0.5207
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Methyl 2-Hydroxyisobutyrate,1593.7,3.5,"purine ring, nucleotides",0.5066
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),1-Octanol,1595.6,1.5,"purine ring, nucleotides",0.5054
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),"1,2,4,-Trimethylbenzene",1595.6,1.5,"purine ring, nucleotides",0.5052
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Isoleucine,1595.6,1.5,"purine ring, nucleotides",0.4915
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Arginine,1595.6,1.5,"purine ring, nucleotides",0.4801
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Galactosamine,1597.5,0.4,"purine ring, nucleotides",0.4782
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Alanine,1593.7,3.5,"purine ring, nucleotides",0.4733
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),p-Cymene,1591.7,5.4,"purine ring, nucleotides",0.4521
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Fucose,1593.7,3.5,"purine ring, nucleotides",0.4452
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Choline,1601.2,4.1,"purine ring, nucleotides",0.4438
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Proline,1595.6,1.5,"purine ring, nucleotides",0.4375
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Maleic acid,1601.2,4.1,"purine ring, nucleotides",0.4369
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Methyl alfa-D-Glucopyranoside,1593.7,3.5,"purine ring, nucleotides",0.4239
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Glucose,1589.8,7.3,"purine ring, nucleotides",0.3983
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Hypoxanthine,1589.8,7.3,"purine ring, nucleotides",0.3826
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Valine,1593.7,3.5,"purine ring, nucleotides",0.3775
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Betaine,1597.3,0.2,"purine ring, nucleotides",0.3729
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Spermidine,1599.5,2.3,"purine ring, nucleotides",0.3727
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Glycine,1591.7,5.4,"purine ring, nucleotides",0.3627
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),8-Hydroxy-2-deoxyguanosine,1593.7,3.5,"purine ring, nucleotides",0.3611
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Sphinganine,1597.5,0.4,"purine ring, nucleotides",0.3324
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Kaempferol,1603.2,6.1,"purine ring, nucleotides",0.3054
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Pseudouridine,1593.7,3.5,"purine ring, nucleotides",0.29
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Glycocholic acid,1597.5,0.4,"purine ring, nucleotides",0.2839
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Glycogen,1601.4,4.2,"purine ring, nucleotides",0.2614
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Cysteine,1597.5,0.4,"purine ring, nucleotides",0.2476
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Glutamic acid,1597.5,0.4,"purine ring, nucleotides",0.2388
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),4-Pyridoxic acid,1605.2,8.1,"purine ring, nucleotides",0.2355
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Creatinine,1595.6,1.5,"purine ring, nucleotides",0.2278
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),1-Hydroxylpyrene,1593.7,3.5,"purine ring, nucleotides",0.1523
OVA,70,6,1599.12,1.2576537104341972,0.6648244594520034,~1597 (C=C/Purine),Tyrosine,1595.6,1.5,"purine ring, nucleotides",0.1276
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),Palmitic acid,1294.8,2.2,Amide III,0.639
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),3-Hepatanone,1290.9,1.6,Amide III,0.5689
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),Leucine,1289.0,3.6,Amide III,0.5365
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),1-Octanol,1287.0,5.5,Amide III,0.5054
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),"1,2,4,-Trimethylbenzene",1292.8,0.3,Amide III,0.5052
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),Isoleucine,1292.8,0.3,Amide III,0.4915
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),O-Acetylcarnitine,1296.7,4.2,Amide III,0.4891
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),Arginine,1302.5,9.9,Amide III,0.4801
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),Anisole,1298.6,6.1,Amide III,0.4789
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),Galactosamine,1298.6,6.1,Amide III,0.4782
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),Alanine,1290.9,1.6,Amide III,0.4733
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),p-Cymene,1290.9,1.6,Amide III,0.4521
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),Malic acid,1290.9,1.6,Amide III,0.4468
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),Choline,1292.6,0.1,Amide III,0.4438
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),Taurine,1289.0,3.6,Amide III,0.4405
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),cis-Aconitic acid,1302.5,9.9,Amide III,0.4377
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),N-Acetylneuraminic acid,1290.9,1.6,Amide III,0.4292
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),Threonine,1285.1,7.4,Amide III,0.403
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),Glucose,1300.5,8.0,Amide III,0.3983
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),Pyrimidine,1292.8,0.3,Amide III,0.3924
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),Valine,1290.9,1.6,Amide III,0.3775
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),Tryptophan,1300.5,8.0,Amide III,0.3748
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),Spermidine,1289.0,3.6,Amide III,0.3727
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),Glycine,1302.5,9.9,Amide III,0.3627
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),trans-Aconitic acid,1302.5,9.9,Amide III,0.3492
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),Methyl DL-2-Aminobutyrate,1298.6,6.1,Amide III,0.3175
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),Kynurenine,1298.6,6.1,Amide III,0.3109
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),Glycogen,1298.6,6.1,Amide III,0.2614
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),Cysteine,1290.9,1.6,Amide III,0.2476
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),Glutamic acid,1290.9,1.6,Amide III,0.2388
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),4-Pyridoxic acid,1290.9,1.6,Amide III,0.2355
OVA,70,7,1294.51,0.4067447199376713,1.1998416061547656,~1293 (Amide III/CH2),Purine,1292.8,0.3,Amide III,-0.1763
OVA,70,8,1352.35,0.3091248582842814,0.5367020315057709,~1352 (CH def/Trp),2-Phenylacetamide,1352.6,0.3,"CH deformation, tryptophan",0.7764
OVA,70,8,1352.35,0.3091248582842814,0.5367020315057709,~1352 (CH def/Trp),Hippuric acid,1354.5,2.2,"CH deformation, tryptophan",0.7642
OVA,70,8,1352.35,0.3091248582842814,0.5367020315057709,~1352 (CH def/Trp),Adenosine,1348.8,3.5,"CH deformation, tryptophan",0.6271
OVA,70,8,1352.35,0.3091248582842814,0.5367020315057709,~1352 (CH def/Trp),Trimethylamine-N-oxide,1354.5,2.2,"CH deformation, tryptophan",0.6203
OVA,70,8,1352.35,0.3091248582842814,0.5367020315057709,~1352 (CH def/Trp),Galactosamine,1354.5,2.2,"CH deformation, tryptophan",0.4782
OVA,70,8,1352.35,0.3091248582842814,0.5367020315057709,~1352 (CH def/Trp),Methyl alfa-D-Glucopyranoside,1354.5,2.2,"CH deformation, tryptophan",0.4239
OVA,70,8,1352.35,0.3091248582842814,0.5367020315057709,~1352 (CH def/Trp),Hypoxanthine,1362.3,10.0,"CH deformation, tryptophan",0.3826
OVA,70,8,1352.35,0.3091248582842814,0.5367020315057709,~1352 (CH def/Trp),Tryptophan,1356.5,4.2,"CH deformation, tryptophan",0.3748
OVA,70,8,1352.35,0.3091248582842814,0.5367020315057709,~1352 (CH def/Trp),4-Methoxyphenol,1350.7,1.6,"CH deformation, tryptophan",0.2682
LUN,300,1,997.61,5.603529433327773,6.31328236170441,~999 (Phe ring),2-Phenylacetamide,999.7,0.2,phenylalanine ring breathing (strongest SERS peak),0.7764
LUN,300,1,997.61,5.603529433327773,6.31328236170441,~999 (Phe ring),Hippuric acid,997.8,1.7,phenylalanine ring breathing (strongest SERS peak),0.7642
LUN,300,1,997.61,5.603529433327773,6.31328236170441,~999 (Phe ring),Stearic acid,997.8,1.7,phenylalanine ring breathing (strongest SERS peak),0.6944
LUN,300,1,997.61,5.603529433327773,6.31328236170441,~999 (Phe ring),Phenylalanine,999.7,0.2,phenylalanine ring breathing (strongest SERS peak),0.6613
LUN,300,1,997.61,5.603529433327773,6.31328236170441,~999 (Phe ring),Palmitic acid,997.8,1.7,phenylalanine ring breathing (strongest SERS peak),0.639
LUN,300,1,997.61,5.603529433327773,6.31328236170441,~999 (Phe ring),Adenosine,995.8,3.6,phenylalanine ring breathing (strongest SERS peak),0.6271
LUN,300,1,997.61,5.603529433327773,6.31328236170441,~999 (Phe ring),Trimethylamine-N-oxide,1001.6,2.1,phenylalanine ring breathing (strongest SERS peak),0.6203
LUN,300,1,997.61,5.603529433327773,6.31328236170441,~999 (Phe ring),Benzoic acid,1003.4,3.9,phenylalanine ring breathing (strongest SERS peak),0.5997
LUN,300,1,997.61,5.603529433327773,6.31328236170441,~999 (Phe ring),Cholesterol,995.8,3.6,phenylalanine ring breathing (strongest SERS peak),0.5898
